"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Y’all I made my first glossier purchase today hehe",FALSE,0,NA,2019-04-07 04:23:44,FALSE,NA,"1114745549016555521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","playboytaetae_",0,FALSE,FALSE,NA,NA
"2","RT @bbyhnyhs: Felt cute here might delete later! @glossier 📸:@bbyhnyhs https://t.co/gWHKhiZUJY",FALSE,0,NA,2019-04-07 04:22:15,FALSE,NA,"1114745176973406209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bizylin",1,TRUE,FALSE,NA,NA
"3","this is @glossier birthday balm dot com in an ice cream https://t.co/ErRmlF4N87",FALSE,0,NA,2019-04-07 04:06:26,FALSE,NA,"1114741193911472128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whitesidesloofa",0,FALSE,FALSE,NA,NA
"4","@LBChandley @glossier glossier is the real MVP and they gave me store credit and i was able to replace it

my heroes",FALSE,0,"LBChandley",2019-04-07 04:03:26,FALSE,"1114699274133151744","1114740439817621505","181312689","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roxymoure",0,FALSE,FALSE,NA,NA
"5","RT @ladyunyko: PUFF Glossier Cloud Paint https://t.co/GucQw6ka4s
#beauty #Deals #Sales #onlinestore #makeupartist #blush #makeup #freeshipp…",FALSE,0,NA,2019-04-07 04:02:09,FALSE,NA,"1114740118311591936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ladyunyko",3,TRUE,FALSE,NA,NA
"6",".@glossier's new line is for the girl who loves experimenting https://t.co/5SYjKBgnSI",FALSE,1,NA,2019-04-07 04:00:03,FALSE,NA,"1114739588889706497",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CRFASHIONBOOK",0,FALSE,FALSE,NA,NA
"7","@McKennaHB_ @glossier No idea what most of those words mean but I'm sure the correct reply is: don't eat it",FALSE,0,"McKennaHB_",2019-04-07 03:55:26,FALSE,"1111824622012424192","1114738427872841734","800210216017018881","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","eeeyikesman",0,FALSE,FALSE,NA,NA
"8","@Loeybug GLOSSIER MAMAZ",FALSE,0,"Loeybug",2019-04-07 03:54:45,FALSE,"1114718401820229635","1114738256858337282","343506894","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SpookyShayna",0,FALSE,FALSE,NA,NA
"9","glossier is just a rip off make up brand like just get some vaseline and put it on your face for “simple make up” t… https://t.co/F3hRLch8mt",FALSE,0,NA,2019-04-07 03:54:20,TRUE,NA,"1114738148267970561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helenberthott",0,FALSE,FALSE,NA,NA
"10","glossier is just $40 vaseline in different tubes",FALSE,1,NA,2019-04-07 03:54:15,FALSE,NA,"1114738128781283328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juliabear1998",0,FALSE,FALSE,NA,NA
"11","Last night I asked my bf what perfume I should wear and he said “that good stuff”... Glossier You, it is then. @glossier",FALSE,0,NA,2019-04-07 03:49:43,FALSE,NA,"1114736989092417539",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rachvgreenwood",0,FALSE,FALSE,NA,NA
"12","@Addleysmom @glossier @YouTube Thank you so much for watching and sharing!! Hope you love the highlight 🤗",FALSE,0,"Addleysmom",2019-04-07 03:44:21,FALSE,"1114660519347204097","1114735637335355393","95417426","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DailyBaileyB",0,FALSE,FALSE,NA,NA
"13","Glossier is a makeup brand for bitches that already looked cute before they put makeup on",FALSE,0,NA,2019-04-07 03:37:59,FALSE,NA,"1114734036465979392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hickermanzooble",0,FALSE,FALSE,NA,NA
"14","@glossier would it be a good idea to put my glossier skincare products in the fridge?",FALSE,0,"glossier",2019-04-07 03:34:56,FALSE,NA,"1114733267536760832","2610470250","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ODonnell_Liv",0,FALSE,FALSE,NA,NA
"15","@notreqina Here's a 10% discount https://t.co/pxC5oAzcte",FALSE,0,"notreqina",2019-04-07 03:32:12,FALSE,"1114728000690577408","1114732581696757760","308850247","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nightszarry",0,FALSE,FALSE,NA,NA
"16","It’s official, I’ll be rocking @glossier’s cloud paint in dawn as an eyeshadow. 🥕",FALSE,0,NA,2019-04-07 03:31:53,FALSE,NA,"1114732500364877824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Naevila",0,FALSE,FALSE,NA,NA
"17","RT @joycicouture: you were vaseline 
when
i deserved glossier 
- rupi kaur",FALSE,0,NA,2019-04-07 03:31:36,FALSE,NA,"1114732429665873920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hunnyhurt",115,TRUE,FALSE,NA,NA
"18","ok remember how i washed all my clothes w my glossier chapstick and there were little oil stains all over my favori… https://t.co/PzqFi214HV",FALSE,3,NA,2019-04-07 03:28:30,TRUE,NA,"1114731648942108675",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","okoklaurenn",0,FALSE,FALSE,NA,NA
"19","why does glossier target ads to me.......fix ur algorithm i am not ur kinda girl",FALSE,2,NA,2019-04-07 03:27:40,FALSE,NA,"1114731440980152321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rhi_dover",0,FALSE,FALSE,NA,NA
"20","RT @sthreadsxox: - i hate ice cream
- just because i drink a lot of starbucks doesn’t mean i’m basic
- glossier has horrible skincare produ…",FALSE,0,NA,2019-04-07 03:22:20,FALSE,NA,"1114730096047185920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TTStarbuxCups",1,TRUE,FALSE,NA,NA
"21","RT @sc0ttymccreery: taylor swift as @glossier balm dotcom: a thread ✨✨",FALSE,0,NA,2019-04-07 03:16:07,FALSE,NA,"1114728534172471296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sc0ttymccreery",6,TRUE,FALSE,NA,NA
"22","anyone have a glossier promo code i can use",FALSE,1,NA,2019-04-07 03:14:00,FALSE,NA,"1114728000690577408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notreqina",0,FALSE,FALSE,NA,NA
"23","RT @behappyhazza: harry is a glossier and milk makeup bitch let's be honest",FALSE,0,NA,2019-04-07 03:07:50,FALSE,NA,"1114726449540288512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","madisonfl0res",2,TRUE,FALSE,NA,NA
"24","Omg speaking of mangoes the other day I drop my glossier mango balm and the girl who saw me drop it ran after me to… https://t.co/NOEQjUQKJE",FALSE,0,NA,2019-04-07 02:55:29,TRUE,NA,"1114723340743262208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lolaloverrr",0,FALSE,FALSE,NA,NA
"25","@Loeybug im still so jealous abt that glossier bag its not fair",FALSE,2,"Loeybug",2019-04-07 02:51:40,FALSE,"1114718401820229635","1114722378171465728","343506894","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josemiguelsal99",0,FALSE,FALSE,NA,NA
"26","RT @Loeybug: Should I do a BeautyCon/Glossier haul or like no",FALSE,0,NA,2019-04-07 02:49:38,FALSE,NA,"1114721867460300800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohheabaddie",4,TRUE,FALSE,NA,NA
"27","RT @Loeybug: Should I do a BeautyCon/Glossier haul or like no",FALSE,0,NA,2019-04-07 02:47:41,FALSE,NA,"1114721377683218432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mailej1",4,TRUE,FALSE,NA,NA
"28","today I managed to make an entire bottle of glossier tinted moisturizer explode ALL over me and my room. I’m talkin… https://t.co/Q2D4WicX5Y",FALSE,1,NA,2019-04-07 02:43:13,TRUE,NA,"1114720252401737730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ogramreldniw",0,FALSE,FALSE,NA,NA
"29","@morgeezy @glossier I don't agree with your position, but I think there's something very admirable about taking wha… https://t.co/UWuTfjp5ox",FALSE,1,"morgeezy",2019-04-07 02:40:39,TRUE,"1114715385901780992","1114719609096216587","24638706","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","palm_beach_m",0,FALSE,FALSE,NA,NA
"30","RT @Loeybug: Should I do a BeautyCon/Glossier haul or like no",FALSE,0,NA,2019-04-07 02:38:48,FALSE,NA,"1114719143599722497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CallmeTori93",4,TRUE,FALSE,NA,NA
"31","@glossier the Miami location is a pop up store? Or is it permanent?",FALSE,0,"glossier",2019-04-07 02:38:47,FALSE,NA,"1114719135982919682","2610470250","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viiccctoriaa",0,FALSE,FALSE,NA,NA
"32","RT @glossier: Glossier Miami is officially open at 222 NW 26th Street (between 2nd and 3rd Ave) in Wynwood 🌴 Can't wait to meet you! Here '…",FALSE,0,NA,2019-04-07 02:38:00,FALSE,NA,"1114718940909985793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viiccctoriaa",118,TRUE,FALSE,NA,NA
"33","Hi, it's about time you met Glossier. Use my link for 10% off your first order! https://t.co/6WBm0NNRrf",FALSE,0,NA,2019-04-07 02:37:54,FALSE,NA,"1114718913051484160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","veronicaaxhdz",0,FALSE,FALSE,NA,NA
"34","@wildkxrd @glossier hopefully soon👀👀✨",FALSE,1,"wildkxrd",2019-04-07 02:37:15,FALSE,"1114718321411338240","1114718753114038273","1112488022598189056","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaaamg",0,FALSE,FALSE,NA,NA
"35","Should I do a BeautyCon/Glossier haul or like no",FALSE,272,NA,2019-04-07 02:35:52,FALSE,NA,"1114718401820229635",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Loeybug",4,FALSE,FALSE,NA,NA
"36","@jennaaamg when is @glossier gonna sponsor you",FALSE,1,"jennaaamg",2019-04-07 02:35:32,FALSE,"1114717463860482048","1114718321411338240","1008147670714572800","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wildkxrd",0,FALSE,FALSE,NA,NA
"37","@morgeezy @glossier oooh ty for the tip",FALSE,1,"morgeezy",2019-04-07 02:35:28,FALSE,"1114716918227853312","1114718304449499136","24638706","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EfficacyOfGrace",0,FALSE,FALSE,NA,NA
"38","pls i just wanna be trendy and own a bunch of glossier",FALSE,1,NA,2019-04-07 02:33:22,FALSE,NA,"1114717774343839744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helloimgabbyy",0,FALSE,FALSE,NA,NA
"39","@morgeezy @glossier boy brow? more like boi bye

so glad I haven't bought that yet, I had my eye on it",FALSE,1,"morgeezy",2019-04-07 02:29:32,FALSE,"1114715639233568768","1114716807812849665","24638706","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EfficacyOfGrace",0,FALSE,FALSE,NA,NA
"40","@doughnutpussy I'm a glossier stan but only bc I was a dermatologist stan first",FALSE,1,"doughnutpussy",2019-04-07 02:28:43,FALSE,"1114603102798274562","1114716602220597248","350580834","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nookirk",0,FALSE,FALSE,NA,NA
"41","Favio came home with a glossier bag and a lululemon bag for me. What did I do to deserve this man? 😭",FALSE,0,NA,2019-04-07 02:28:38,FALSE,NA,"1114716583211995136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sweeeetcin",0,FALSE,FALSE,NA,NA
"42","Shout out to @glossier Boy Brow, my eyebrows will look normal until they grow back 🙃💀",FALSE,0,NA,2019-04-07 02:28:36,FALSE,NA,"1114716574026432514",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheNamesBria_",0,FALSE,FALSE,NA,NA
"43","glossier canyon😌😌😌🤩 https://t.co/NcI5PMLSpZ",FALSE,7,NA,2019-04-07 02:27:25,FALSE,NA,"1114716276151029760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaaamg",0,FALSE,FALSE,NA,NA
"44","All I want is a @glossier Miami keychain 😭😭",FALSE,0,NA,2019-04-07 02:26:21,FALSE,NA,"1114716008478941184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoIsela25",0,FALSE,FALSE,NA,NA
"45","guess what i went to GLOSSIER",FALSE,7,NA,2019-04-07 02:16:45,FALSE,NA,"1114713590630473728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaaamg",0,FALSE,FALSE,NA,NA
"46","tell me why I shouldn’t spend all my money on glossier instead of bills",FALSE,1,NA,2019-04-07 02:08:28,FALSE,NA,"1114711506044751872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","radsadbadbinch",0,FALSE,FALSE,NA,NA
"47","@glossier when will super bounce be restocked?",FALSE,0,"glossier",2019-04-07 02:08:04,FALSE,NA,"1114711406488588288","2610470250","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Heyitskaate",0,FALSE,FALSE,NA,NA
"48","GLOSSIER PLAY HAS LAUNCHED! You can shop through my link to get 10% off of your first Glossier order! No code neede… https://t.co/bghFWyGzlT",FALSE,0,NA,2019-04-07 02:00:21,TRUE,NA,"1114709466056941569",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","aysemerveblog",0,FALSE,FALSE,NA,NA
"49","RT @kneeslappa: Have any of y’all tried the Glossier skin tint? My skin is pretty shitty but I don’t hate it enough to wear full coverage e…",FALSE,0,NA,2019-04-07 01:58:09,FALSE,NA,"1114708911465082880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_doubleGee",1,TRUE,FALSE,NA,NA
"50","my formal makeup was all glossier and I wore my hair naturally how on brand is that",FALSE,16,NA,2019-04-07 01:50:41,FALSE,NA,"1114707032140021760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OLDMCDONALDson8",0,FALSE,FALSE,NA,NA
"51","I really want some of those boujie glossier lip balms but they’re too expensive to justify me buying them for myself",FALSE,0,NA,2019-04-07 01:41:06,FALSE,NA,"1114704619102515200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bluegreenanna",0,FALSE,FALSE,NA,NA
"52","RT @BoF: Brands like @glossier and @Everlane have found success outside the usual retail channels. How did they do it? https://t.co/fgGoQhN…",FALSE,0,NA,2019-04-07 01:36:58,FALSE,NA,"1114703582618505217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doitwithstyles",14,TRUE,FALSE,NA,NA
"53","RT @BoF: Brands like @glossier and @Everlane have found success outside the usual retail channels. How did they do it? https://t.co/fgGoQhN…",FALSE,0,NA,2019-04-07 01:34:53,FALSE,NA,"1114703056896167937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elizabethcav07",14,TRUE,FALSE,NA,NA
"54","RT @LererHippeau: ""The total venture capital investment in fashion and beauty tech startups in New York rose 30 percent last year to hit a…",FALSE,0,NA,2019-04-07 01:32:33,FALSE,NA,"1114702470884859905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnFlickinger",2,TRUE,FALSE,NA,NA
"55","a lil too glossy💕@glossier https://t.co/pbEblsleBg",FALSE,3,NA,2019-04-07 01:31:29,FALSE,NA,"1114702200029241344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenevievePesan",0,FALSE,FALSE,NA,NA
"56","@zahrahasoun @glossier LOOKING SO PRETTY ❤❤😍",FALSE,0,"zahrahasoun",2019-04-07 01:28:15,FALSE,"1114675199914287104","1114701388066447360","787208453362036736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SalluMogal",0,FALSE,FALSE,NA,NA
"57","Have any of y’all tried the Glossier skin tint? My skin is pretty shitty but I don’t hate it enough to wear full coverage every day.",FALSE,0,NA,2019-04-07 01:27:17,FALSE,NA,"1114701143098232833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kneeslappa",1,FALSE,FALSE,NA,NA
"58","You're in again if
- You own Glossier
- Your fav color is Orange
- You just ate
- Your going to bed
- You hate Fifth Harmony",FALSE,0,NA,2019-04-07 01:25:48,FALSE,NA,"1114700772476899329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","selfcarebbys88",0,FALSE,FALSE,NA,NA
"59","Had a fun afternoon playing tourist in Wynwood!
🍫
We went to check out the glossier pop-up and tried on all their a… https://t.co/zim0PnqqIS",FALSE,1,NA,2019-04-07 01:24:54,TRUE,NA,"1114700542821969921",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","GarciaNevett",0,FALSE,FALSE,NA,NA
"60","@roxymoure @glossier my heart really hurts for you. i think it was on purpose bc they know how bomb that stuff is.",FALSE,1,"roxymoure",2019-04-07 01:19:51,FALSE,"1114520288580984837","1114699274133151744","19679934","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LBChandley",0,FALSE,FALSE,NA,NA
"61","got my mango BDC keeping me company on this fine Saturday 🥭☀️ @glossier https://t.co/v66A0sZuAG",FALSE,1,NA,2019-04-07 01:14:36,FALSE,NA,"1114697949919858688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lorrainboww",0,FALSE,FALSE,NA,NA
"62","@HidanBaby @strawbrrysadist Use balm dotcom from glossier, you’ll never use anything else",FALSE,0,"HidanBaby",2019-04-07 00:55:39,FALSE,"1114685312129695744","1114693181721989120","1069456543207309312","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","murmmurs",0,FALSE,FALSE,NA,NA
"63","RT @zahrahasoun: @__nyyyyy @glossier stop you’re an angel, albeee 💛",FALSE,0,NA,2019-04-07 00:47:30,FALSE,NA,"1114691130862387200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__nyyyyy",1,TRUE,FALSE,NA,NA
"64","Glossier Miami haul!! I picked up the key chain, the Gen G in Zip (to replace my old one I finished a month ago 😔),… https://t.co/6zHpk8wcUf",FALSE,8,NA,2019-04-07 00:47:17,TRUE,NA,"1114691076961468417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moonprincessi",0,FALSE,FALSE,NA,NA
"65","@__nyyyyy @glossier stop you’re an angel, albeee 💛",FALSE,1,"__nyyyyy",2019-04-07 00:47:09,FALSE,"1114690623234166785","1114691045944467461","1902028244","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zahrahasoun",1,FALSE,FALSE,NA,NA
"66","I WENT TO THE GLOSSIER FLAGSHIP SKFJGKFJGLHOK",FALSE,0,NA,2019-04-07 00:39:34,FALSE,NA,"1114689135124647936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","50shadesofasia",0,FALSE,FALSE,NA,NA
"67","just got complimented on my glossier perfume in the mcdonald’s drive thru LOL",FALSE,9,NA,2019-04-07 00:38:02,FALSE,NA,"1114688749009379328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosecoloredfunk",0,FALSE,FALSE,NA,NA
"68","RT @glossier: Morning ☀️
📷: https://t.co/GKN1K5MK9k https://t.co/nZWVjMUSZt",FALSE,0,NA,2019-04-07 00:36:55,FALSE,NA,"1114688467404038150",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sandy_blandino",236,TRUE,FALSE,NA,NA
"69","Glossier Skin Tint actually does a lil sumn sumn if you apply it w a makeup sponge",FALSE,0,NA,2019-04-07 00:35:44,FALSE,NA,"1114688169797128193",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kailanthropie",0,FALSE,FALSE,NA,NA
"70","also makeup forever water blend is glossier skin tint for grown ups with taste",FALSE,0,NA,2019-04-07 00:31:03,FALSE,NA,"1114686992736870401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheCriticalBabe",0,FALSE,FALSE,NA,NA
"71","Agh just dropped like $70 at the glossier pop up shop and I’m so happy @glossier I luv u!!!!",FALSE,2,NA,2019-04-07 00:27:07,FALSE,NA,"1114686004324196358",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmandaaHeart",0,FALSE,FALSE,NA,NA
"72","I wanna go to glossier but...",FALSE,1,NA,2019-04-07 00:08:02,FALSE,NA,"1114681197857099776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","designerjedi",0,FALSE,FALSE,NA,NA
"73","glossier takes miami 🥭 https://t.co/VXn8vV63j9",FALSE,31,NA,2019-04-07 00:06:14,FALSE,NA,"1114680748701822976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","altylime",0,FALSE,FALSE,NA,NA
"74","what’s your favorite fruit? @glossier https://t.co/JhMX3ERfe4",FALSE,3,NA,2019-04-06 23:58:34,FALSE,NA,"1114678817984061441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","february14sv",0,FALSE,FALSE,NA,NA
"75","RT @theacesofficial: ACES IN GLOSSIER ⚡️ @glossier https://t.co/rACmjb8yb7",FALSE,0,NA,2019-04-06 23:57:35,FALSE,NA,"1114678570314391552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmmorgan22",458,TRUE,FALSE,NA,NA
"76","Bruh she looks glossier than the lighting https://t.co/6sSn80fVy0",FALSE,0,NA,2019-04-06 23:56:52,FALSE,NA,"1114678389904953344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jahed_h7",0,FALSE,FALSE,NA,NA
"77","RT @flyrebel: I want natural like, dewey, glossier-esque makeup for the girls in my wedding party but like all the black MUA’s here do glam…",FALSE,0,NA,2019-04-06 23:48:35,FALSE,NA,"1114676306501885952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","____vixxen",0,TRUE,FALSE,NA,NA
"78","RT @BoF: Brands like @glossier and @Everlane have found success outside the usual retail channels. How did they do it? https://t.co/fgGoQhN…",FALSE,0,NA,2019-04-06 23:40:48,FALSE,NA,"1114674346662944768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vaeana",14,TRUE,FALSE,NA,NA
"79","Lol at @glossier trying to advertise Boy Brow to me, as if I haven’t been using my mascara to tint my eyebrows for years #LifeHack",FALSE,0,NA,2019-04-06 23:38:44,FALSE,NA,"1114673826183434245",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaemayfly",0,FALSE,FALSE,NA,NA
"80","RT @BoF: Brands like @glossier and @Everlane have found success outside the usual retail channels. How did they do it? https://t.co/fgGoQhN…",FALSE,0,NA,2019-04-06 23:29:12,FALSE,NA,"1114671427339390976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SadiyaAsia",14,TRUE,FALSE,NA,NA
"81","Amazing facial cleanser by Glossier! Does a fabulous job at removing makeup without striping your skin of it’s mois… https://t.co/1Qf5vhKZDJ",FALSE,0,NA,2019-04-06 23:27:06,TRUE,NA,"1114670899871932416",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jatsbeauty",0,FALSE,FALSE,"-80.19972","25.80124"
"82","@freialobo @glossier !! I’ve been wondering how this flavor is !",FALSE,0,"freialobo",2019-04-06 23:20:50,FALSE,"1114665317978886144","1114669319814819843","278450525","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","irinahuang22",0,FALSE,FALSE,NA,NA
"83","Little bit in love with #Glossier Mango Balm Dot Com https://t.co/lqcaMoEowk #mango #balmdotcom 10% off your order https://t.co/ePtr93JqqV",FALSE,0,NA,2019-04-06 23:19:01,FALSE,NA,"1114668864913199105",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","tierneylilly",0,FALSE,FALSE,NA,NA
"84","RT @joycicouture: you were vaseline 
when
i deserved glossier 
- rupi kaur",FALSE,0,NA,2019-04-06 23:18:04,FALSE,NA,"1114668626127273984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maxrodriguesx",115,TRUE,FALSE,NA,NA
"85","RT @joycicouture: you were vaseline 
when
i deserved glossier 
- rupi kaur",FALSE,0,NA,2019-04-06 23:08:53,FALSE,NA,"1114666313929056256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ysatiskarol",115,TRUE,FALSE,NA,NA
"86","RT @lsawthisangel: harry styles as @glossier balm dotcom : a thread",FALSE,0,NA,2019-04-06 23:05:30,FALSE,NA,"1114665463617740800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swimmyswimmer",662,TRUE,FALSE,NA,NA
"87","ok @glossier you got me. this is great 🥭🥭🥭 https://t.co/ica0SwcOEt",FALSE,23,NA,2019-04-06 23:04:55,FALSE,NA,"1114665317978886144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","freialobo",0,FALSE,FALSE,NA,NA
"88","We tested everything from @Glossier to report back on the very best 🔥 https://t.co/LtTXgrIYgW",FALSE,9,NA,2019-04-06 23:03:09,FALSE,NA,"1114664871323492355",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","glamourmag",3,FALSE,FALSE,NA,NA
"89","RT @BoF: Brands like @glossier and @Everlane have found success outside the usual retail channels. How did they do it? https://t.co/fgGoQhN…",FALSE,0,NA,2019-04-06 22:55:21,FALSE,NA,"1114662908435234816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prospermorgan",14,TRUE,FALSE,NA,NA
